"V1","V2"
"29688433",""
"58613748",""
"49175153",""
"49395288",""
"40074535",""
"49342264",""
"30248055",""
"41155547",""
"49343169",""
"49442448",""
"30557943",""
"31700100",""
"37527707",""
"49619834",""
"39730315",""
"50093543",""
"43364105",""
"30092383",""
"30429524",""
"49676981",""
"39691082",""
"29876454",""
"39695320",""
"39838247",""
"30205679",""
"30723111",""
"40254320",""
"50792281",""
"41190853",""
"30504093",""
"30728391",""
"31625752",""
"31854480",""
"31323968",""
"49962875",""
"50353461",""
"40841570",""
"39719216",""
"31728661",""
"42042475",""
"40861681",""
"30675038",""
"22651795",""
"44612065",""
"33672892",""
"50490891",""
"23476308",""
"33675418",""
"43308800",""
"19922696",""
"25783602",""
"27857564",""
"23450191",""
"35149623",""
"56796886",""
"44641144",""
"44682989",""
"35877893",""
"39287543",""
"46788398",""
"27979950",""
"37363774",""
"47334162",""
"46756261",""
"37297095",""
"43613493",""
"33988926",""
"42038620",""
"42494143",""
"43274068",""
"38585015",""
"34293055",""
"43755688",""
"34297210",""
"42864555",""
"34267045",""
"41647581",""
"39517820",""
"41800227",""
"51079420",""
"26023962",""
"35485955",""
"34363841",""
"49318077",""
"55114482",""
"35923285",""
"29816414",""
"39820323",""
"43800509",""
"40213141",""
"32556567",""
"30415342",""
"32851650",""
"42090715",""
"30168919",""
"42073385",""
"41844441",""
"50885864",""
"32190744",""
"51547636",""
"24699056",""
"42179557",""
"53774195",""
"43909548",""
"23038001",""
"34868338",""
"34636430",""
"34845015",""
"34867586",""
"41425358",""
"32445515",""
"44182050",""
"34979766",""
"44543887",""
"30631794",""
"34321852",""
"44145135",""
"25150807",""
"42900332",""
"44240304",""
"25124553",""
"35546388",""
"30634584",""
"35570631",""
"42185051",""
"50071480",""
"31080043",""
"42884249",""
"34897281",""
"32854893",""
"30952133",""
"32857580",""
"32635838",""
"33353238",""
"31200086",""
"40876613",""
"40888548",""
"37008780",""
"50696378",""
"48637940",""
"44956215",""
"48579049",""
"48618449",""
"36471477",""
"24982021",""
"27708979",""
"37049558",""
"46047930",""
"35085845",""
"45536782",""
"46107493",""
"46113881",""
"46106747",""
"46148940",""
"31533201",""
"50757825",""
"46190357",""
"36129133",""
"26908857",""
"36856406",""
"45325093",""
"36544586",""
"41276292",""
"27588086",""
"31649429",""
"42334576",""
"42359409",""
"33166314",""
"22957085",""
"42413931",""
"41875702",""
"42724291",""
"32222032",""
"33166790",""
"51724958",""
"33367092",""
"45327782",""
"23971409",""
"33268937",""
"42458758",""
"32478202",""
"43393135",""
"43574971",""
"23692311",""
"43059382",""
"42811546",""
"41357652",""
"31917526",""
"23257859",""
"33604640",""
"41739136",""
"35574491",""
"35585898",""
"26646428",""
"41583159",""
"36018616",""
"43234129",""
"45179566",""
"44411991",""
"37530057",""
"45176665",""
"44904178",""
"44411009",""
"33586858",""
"41103160",""
"26318812",""
"27009176",""
"32272617",""
"55846970",""
"45707081",""
"26461948",""
"45659361",""
"37572626",""
"37580820",""
"25251011",""
"37633684",""
"18507992",""
"56536418",""
"57069596",""
"32358566",""
"32976452",""
"34494266",""
"33822352",""
"43430268",""
"32708430",""
"34192457",""
"33034985",""
"47474349",""
"38687542",""
"28460924",""
"28468485",""
"29315417",""
"37955891",""
"29434003",""
"43145597",""
"47619979",""
"28600124",""
"28789286",""
"46987584",""
"27087055",""
"23878814",""
"38179245",""
"38215385",""
"38885748",""
"42648981",""
"28801435",""
"47178070",""
"38912285",""
"46536393",""
"38150262",""
"28842477",""
"47833279",""
"38927997",""
"47771970",""
"34431738",""
"38396351",""
"46989609",""
"28939647",""
"29153021",""
"24933798",""
"44499666",""
"25315258",""
"35353190",""
"47318875",""
"38374074",""
"34777934",""
"47329262",""
"39076577",""
"35358627",""
"39047354",""
"39073374",""
"39123468",""
"39128767",""
"29169076",""
"39140079",""
"47856818",""
"39172032",""
"39253720",""
"48074839",""
"48147056",""
"39242843",""
"45240812",""
"35724709",""
"39225869",""
"39250114",""
"35745520",""
"35800456",""
"35844173",""
"35692753",""
"26582084",""
"48186307",""
"35864050",""
"55567534",""
"45986901",""
"26581558",""
"47932881",""
"27231338",""
"27813098",""
